Text,Class
ಭಾರೀ ಪ್ರವಾಹದಿಂದಾಗಿ ಎಲ್ಲಾ ಬೆಳೆಗಳು ನಾಶವಾಗಿವೆ.,3
ಅವಳ ನಾಯಿ ಇಡೀ ವಾರ ಹಸಿವಿನಿಂದ ಬಳಲುತ್ತಿತ್ತು.,3
ನನ್ನ ತೋಟದ ಎಲ್ಲಾ ಹೂವುಗಳು ಬಾಡಿಹೋದವು.,3
ನಾನು ನನ್ನ ತಾಯಿಯ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಕಳೆದುಕೊಂಡೆ.,3
ನಾನು ಲೆಸ್ಬಿಯನ್ ಆಗಿರುವುದರಿಂದ ನನ್ನ ತಾಯಿ ನನ್ನನ್ನು ತೊರೆದರು.,3
ನನ್ನ ಜನ್ಮದಿನವನ್ನು ಆಚರಿಸುವುದು ನನ್ನ ಹೆತ್ತವರಿಗೆ ಇಷ್ಟವಿಲ್ಲ.,3
ನಾನು ಇನ್ನೂ ಅವನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ ಆದರೆ ಅವನು ನನ್ನನ್ನು ಗೌರವಿಸುವುದಿಲ್ಲ.,3
ಎಲ್ಲಾ ತಾಯಂದಿರು ಪ್ರೀತಿಸುತ್ತಾರೆ ಆದರೆ ಅವರ ತಾಯಿ ಕ್ರೂರಿ.,3
ಅವರು ನನ್ನಿಂದ ಸಾಲ ಪಡೆದ ಹಣವನ್ನು ಕಳೆದುಕೊಂಡರು.,3
ಆತ ತಲೆಮರೆಸಿಕೊಂಡಿದ್ದಾನೆ. ಅವರು ಬಹಳಷ್ಟು ಜನರಿಗೆ ಬಹಳಷ್ಟು ಹಣವನ್ನು ನೀಡಬೇಕಾಗಿದೆ.,3
ಅವಳು ದುಃಖದಲ್ಲಿದ್ದಾಳೆ. ಅವಳ ತಂದೆ ಅವಳ ದೊಡ್ಡ ಬೆಂಬಲಿಗರಾಗಿದ್ದರು.,3
ಒಬ್ಬ ವ್ಯಕ್ತಿ ನಿನ್ನೆ ನನ್ನ ಹಿಂದೆ ನಡೆದರು. ಅವರು ನನ್ನ ಚಿಕ್ಕಪ್ಪನಂತೆಯೇ ಕಾಣುತ್ತಿದ್ದರು.,2
ನನ್ನ ಚಿಕ್ಕಪ್ಪ ತನ್ನ ಸ್ನೇಹಿತನ ಲ್ಯಾಪ್ಟಾಪ್ ಅನ್ನು ಮುರಿದರು.,2
ಅವರು ಊಟಕ್ಕೆ ಮುಂಚಿತವಾಗಿ ಸಲಾಡ್ ಬಡಿಸಿದರು.,2
ನನ್ನ ತಾಯಿ ಪ್ರತಿದಿನ ಮಲಗುತ್ತಾಳೆ.,2
ನಾನು ಅಂಗಡಿಯಿಂದ ಖರೀದಿಸಬೇಕಾದ ವಸ್ತುಗಳ ಪಟ್ಟಿಯನ್ನು ಅಮ್ಮ ಬರೆದರು,2
ಕಪ್‌ಕೇಕ್‌ಗಳು ತಲಾ ಹದಿಮೂರು ರೂಪಾಯಿಗಳು,2
ನಾನು ಹಾಸಿಗೆಯ ಪಕ್ಕದ ಮೇಜಿನ ಮೇಲೆ ಕೀಲಿಯನ್ನು ಕಂಡುಕೊಂಡೆ.,2
ಪರೀಕ್ಷೆಯ ದಿನಾಂಕದ ಮೊದಲು ನಾನು ನಿಜವಾಗಿಯೂ ಫೋಟೋವನ್ನು ಪಡೆಯಬೇಕು.,2
ಈ ಸೆಮಿಸ್ಟರ್‌ನಲ್ಲಿ ನಾನು ನಾಲ್ಕು ತರಗತಿಗಳಿಗೆ ಹಾಜರಾಗಬೇಕಾಗಿದೆ.,2
ಜೇನುತುಪ್ಪ ಮತ್ತು ಉಪ್ಪುನೀರು ನೋಯುತ್ತಿರುವ ಗಂಟಲನ್ನು ಗುಣಪಡಿಸುತ್ತದೆ.,2
ಪೋಪ್ ಆದೇಶದ ಮೇರೆಗೆ ಸಂದೇಶಗಳನ್ನು ಕಳುಹಿಸಲಾಗಿಲ್ಲ.,2
ಕಾಫಿಗೆ ಒಂದು ಲ್ಯಾಕ್ಟೋಸ್ ಮಾತ್ರೆ ಸಾಕಾಗುವುದಿಲ್ಲ,2
ರಾತ್ರಿಯಿಡೀ ಏಕಸ್ವಾಮ್ಯ ಆಡಿದೆವು.,2
ನನ್ನ ಸ್ನೇಹಿತ ಕುಡಿದಿದ್ದಾನೆ. ಅವನು ನನಗೆ ಸಂದೇಶ ಕಳುಹಿಸುತ್ತಿದ್ದಾನೆ.,2
ಇನ್ನೊಬ್ಬ ವ್ಯಕ್ತಿಗೆ ಸಂಪೂರ್ಣವಾಗಿ ಕಲ್ಪನೆಯಿಲ್ಲದಿದ್ದಾಗ ಮೋಸ ಮಾಡುವುದು ಹೆಚ್ಚು ಮೋಜು ಅಲ್ಲ,2
ಅವರು ಕೆಲಸಕ್ಕೆ ಸಿದ್ಧರಾಗುತ್ತಿದ್ದಾರೆ.,2
ಇದು ವಾರದ ಕೊನೆಯ ತರಗತಿ.,2
ಪ್ರತಿಭಟನಾಕಾರರನ್ನು ತಪ್ಪಿಸಲು ಚರ್ಚ್‌ಗೆ ಹೋಗುವ ರಸ್ತೆಗಳನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ.,2
ನಾನು ದಂತವೈದ್ಯರ ಬಳಿ ಇದ್ದೇನೆ. ನನ್ನ ಹಲ್ಲಿನಲ್ಲಿ ರಂಧ್ರವಿದೆ,2
ನೀವು ಇಲ್ಲದೆ ನಾನು ಹೋಗಲು ಸಾಧ್ಯವಿಲ್ಲ.,2
ಸ್ವಲ್ಪ ಹೊತ್ತು ಮಲಗಬೇಕು. ನಾನು ಇಂದು ರಾತ್ರಿ ಪ್ರಯಾಣಿಸಬೇಕು.,2
ನನ್ನ ಊಟವು ಈಗಾಗಲೇ ಪ್ಯಾಕ್ ಆಗಿದೆ,2
ನಾವು ಇಂದು ರಾತ್ರಿ ರೆಸ್ಟೋರೆಂಟ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದೇವೆ.,2
ಪ್ರಯೋಗಾಲಯದಲ್ಲಿ ಸಾಕಷ್ಟು ಸೊಳ್ಳೆಗಳಿವೆ.,2
ನಾನು ಶಾಲೆಯಲ್ಲಿ ಊಟ ಮಾಡುತ್ತಿದ್ದೇನೆ.,2
ನಮಗೆ ಪ್ರತಿದಿನ ಆರು ಗಂಟೆಗಳ ಕಾಲ ಕಾಲೇಜು ಇದೆ.,2
ಹುಟ್ಟುಹಬ್ಬದ ಬ್ರಂಚ್ ಸ್ಥಳವನ್ನು ಹೇಗೆ ತಲುಪುವುದು ಎಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ,2
ಮೌಂಟ್ ಸಿನೈನಲ್ಲಿ ನನ್ನ ಸಹೋದರಿಯನ್ನು ನೋಡಲು ಹೋಗುತ್ತೇನೆ .... ಅವಳು ಇನ್ನೂ 24 ಗಂಟೆಗಳ ಕಾಲ ಅಲ್ಲಿದ್ದಾಳೆ.,2
ನನ್ನ ಮನಸ್ಸು 7 ಗಂಟೆಗೆ ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಎಚ್ಚರಗೊಳ್ಳುತ್ತದೆ.,2
ನಾನು ನಿನ್ನೆ ಟಿವಿ ನೋಡುತ್ತಿದ್ದೆ ಮತ್ತು ನಿಮ್ಮನ್ನು ಟಿವಿಯಲ್ಲಿ ನೋಡಿದೆ.,2
ನಾನು ಅನೇಕ ಕೆಲಸಗಳನ್ನು ಮಾಡಲು ಇಷ್ಟಪಡುತ್ತೇನೆ. ಅದರಲ್ಲಿ ಓದು ಕೂಡ ಒಂದು,2
ಆದ್ದರಿಂದ ... ನಾನು ನಿಜವಾಗಿಯೂ ಇದೀಗ ಮನೆಯಲ್ಲಿರಲು ಬಯಸುತ್ತೇನೆ.,2
ಇನ್ನು ಮುಂದೆ ನೋಯಿಸದಂತೆ ನನ್ನ ಮೆದುಳನ್ನು ಮಶ್ ಆಗಿ ಪರಿವರ್ತಿಸಲು ಒಂದು ಪ್ರದರ್ಶನವನ್ನು ಹುಡುಕುತ್ತಿದ್ದೇನೆ,2
ಕೆಲವು ಪ್ರಶಸ್ತಿ ವಿಜೇತ ಚಲನಚಿತ್ರಗಳನ್ನು ಸೂಚಿಸಿ.,2
ಅವರು ಲೆಕ್ಸಿಂಗ್ಟನ್‌ಗೆ ಹೋಗಲು ಬಯಸುತ್ತಾರೆ,2
ಅವರು ಆಸ್ಟ್ರೇಲಿಯಾದಲ್ಲಿ ಉನ್ನತ ಶಿಕ್ಷಣವನ್ನು ಮಾಡಲು ಯೋಜಿಸುತ್ತಿದ್ದಾರೆ.,2
ನಾನು ಸ್ವಲ್ಪ ಬಿಸಿ ಆಹಾರವನ್ನು ಸೇವಿಸಿದೆ,2
ಆಹಾರ ಕೆಟ್ಟ ರುಚಿ ಇರಲಿಲ್ಲ. ಇದು ಸಹನೀಯ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.,2
ಕೇವಲ ಒಂದು ಗಂಟೆಯಲ್ಲಿ ಕೆಲಸಕ್ಕೆ ಹೋಗಬೇಕು,2
ನಾನು ಇಂದು ಸಂಜೆ 4 ಗಂಟೆಯ ಮೊದಲು ಮಲಗಬೇಕು ...,2
ನಾನು ಆಕ್ಷನ್ ಪ್ಲಾಟ್‌ಗಳನ್ನು ಇಷ್ಟಪಡುವುದಿಲ್ಲ ಮತ್ತು ನಾನು ಪ್ರಣಯದ ಕಥಾವಸ್ತುವನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ ಎಂದು ಒಪ್ಪಿಕೊಳ್ಳುವುದು ಯಾವಾಗಲೂ ನಾನು ಸ್ತ್ರೀವಾದಿ ಕಾರಣವನ್ನು ಹಿಮ್ಮೆಟ್ಟಿಸುತ್ತಿದ್ದೇನೆ ಎಂದು ನನಗೆ ಅನಿಸುತ್ತದೆ.,2
ನಾನು ನನ್ನ ನಿಜವಾದ ಕೀಲಿಗಳನ್ನು ಮರಳಿ ಬಯಸುತ್ತೇನೆ,2
ಕೆಲವು ಇಂಟರ್ನೆಟ್ / ಜಾವಾಸ್ಕ್ರಿಪ್ಟ್ ಸಮಸ್ಯೆಯಿಂದಾಗಿ ನನಗೆ ರೆಸ್ಟೋರೆಂಟ್ ಸಿಟಿಯನ್ನು ಪ್ರವೇಶಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ...,2
ನಾನು ಕೇವಲ 15 ನಿಮಿಷಗಳ ಕಾಲ ಸಭೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದೆ. ಹಾಹಾ,2
"ನಾನು ಸಂದೇಶಗಳಿಗಾಗಿ ನನ್ನ ಫೋನ್ ಅನ್ನು ಪರಿಶೀಲಿಸಲು ಹೋದೆ. ಆಗ ನನಗೆ ನೆನಪಾಯಿತು, ಇನ್ನು ಮುಂದೆ ನನ್ನ ಬಳಿ ಫೋನ್ ಇಲ್ಲ",2
ನಾನು ಸುಶಿಯನ್ನು ಕೆಲಸಕ್ಕೆ ತಲುಪಿಸಬಹುದೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ,2
ಏನು? ನೀವು ಇನ್ನು ಮುಂದೆ ಎರಡು ಬ್ಲಾಕ್‌ಗಳ ದೂರದಲ್ಲಿ ಇರುವುದಿಲ್ಲವೇ?,2
ವೋರ್ಸೆಸ್ಟರ್‌ನಿಂದ ಹಿಂತಿರುಗಿ. ನನ್ನ ಕೆಲಸದ ವಾರವು ಶುಕ್ರವಾರ 2:30 ಕ್ಕೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.,2
ಇಂಟರ್ನ್‌ಗಳೊಂದಿಗೆ ಕೊನೆಯ ಊಟ,2
ಅವರ ಪಾರ್ಸೆಲ್ ಅನ್ನು ಕಳುಹಿಸಲಾಗಿದೆ ಎಂದು ದಯವಿಟ್ಟು ಅವರಿಗೆ ತಿಳಿಸಿ.,2
ನಿಮ್ಮ ತಾಯಿಗೆ ಏನಾಯಿತು ಎಂದು ನಾನು ಕೇಳಿದೆ. ಪರವಾಗಿಲ್ಲ. ಮುಂತಾದ ವಿಷಯಗಳು ಸಾಕಷ್ಟು ಸಾಮಾನ್ಯವಾಗಿದೆ.,2
ನನ್ನ ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,2
ಕ್ರೀಡಾ ದಿನದಂದು ಹಲವು ಕಾರ್ಯಕ್ರಮಗಳಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದೆ.,2
ಹೌದು ಆ ಭಾವನೆ ನನಗೆ ಗೊತ್ತು,2
ದಯವಿಟ್ಟು ಗಾಜನ್ನು ಬಿಯರ್ ತುಂಬಿಸಿ,2
ಸಮಾರಂಭಕ್ಕೆ ಏನು ಧರಿಸಬೇಕೆಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ.,2
ಇದೀಗ ಅವರು St.John's Street ಬಳಿ ಎಲ್ಲೋ ಸಿಕ್ಕಿಹಾಕಿಕೊಂಡಂತೆ ತೋರುತ್ತಿದೆ.,2
ಪೋರ್ಚುಗೀಸ್ ರಾಷ್ಟ್ರೀಯ ಗ್ರಂಥಾಲಯವೂ ಇದನ್ನು ಬಳಸಬಹುದು.,2
ಒಂದು ಸಾಮಾನ್ಯ ದಿನದಲ್ಲಿ ನಾನು ಈಗಾಗಲೇ ಕೆಲಸವನ್ನು ಮುಗಿಸಿದ್ದೇನೆ ... ದುರದೃಷ್ಟವಶಾತ್ ಇದು ಸಾಮಾನ್ಯ ದಿನವಲ್ಲ. ಅಂದರೆ ನಾನು ತಡವಾಗಿ ಆಫೀಸ್‌ನಲ್ಲಿ ಇರುತ್ತೇನೆ.,2
ನಾನು ಆಟಕ್ಕೆ ನನ್ನ ಕಂಪ್ಯೂಟರ್‌ನಲ್ಲಿ ಜಾಗವನ್ನು ಸಹ ಮಾಡಬೇಕು. ನಾನು ಸದ್ಯಕ್ಕೆ ಸಿಮ್ಸ್ 3 ಗಾಗಿ ಕನಿಷ್ಠ ಅವಶ್ಯಕತೆಗಳನ್ನು ಪೂರೈಸುತ್ತಿಲ್ಲ,2
ಆಸ್ಥಾನದ ವಿಡಂಬನಕಾರನು ಮೊದಲಿನಂತೆ ತಮಾಷೆಯಾಗಿರಲಿಲ್ಲ.,2
ಪರೀಕ್ಷೆಗಳು ಮುಗಿದಿವೆ...ಈಗ ಬೇಸಿಗೆ ಶಾಲೆಯತ್ತ ಗಮನಹರಿಸುತ್ತಿದೆ..ಜೀವನ!!,2
ನಾನು ವಿಪಿಗೆ ಹೋಗಲು ಬಯಸುತ್ತೇನೆ ಆದರೆ ಯಾರೂ ನನ್ನೊಂದಿಗೆ ಬರಲು ಸಿದ್ಧರಿಲ್ಲ.,2
ನಮ್ಮಲ್ಲಿ ಯಾರೂ ಕಾಫಿ ವಿರಾಮವನ್ನು ಬಯಸುವುದಿಲ್ಲ,2
ನೀವು ನನ್ನನ್ನು ಮನೆಗೆ ಬಿಡಬಹುದೇ?,2
ನನಗೆ ಟ್ಯಾಕೋ ಖರೀದಿಸಿ! ಹಾಹಾ. ನಾನು ಸಾಲಿನಲ್ಲಿ ನಿಲ್ಲಲು ಬಯಸುವುದಿಲ್ಲ,2
ಯೋಜನೆ ಬಗ್ಗೆ ಏನು?,2
ಊಟದ ನಂತರ ನನಗೆ ಐಸ್ ಕ್ರೀಮ್ ಬೇಕು.,2
ನಾನು ಯಾವಾಗಲೂ ಹಸಿವಿನಿಂದ ಇರುತ್ತೇನೆ ಆದರೆ ಈಗ ನನಗೆ ತಿನ್ನಲು ಸಹ ಅನಿಸುವುದಿಲ್ಲ. ಇದು ಸಾಮಾನ್ಯವಲ್ಲ.,2
ನನ್ನ ಫೋನ್ ಅನ್ನು ಮನೆಯಲ್ಲಿ ಮರೆತುಬಿಟ್ಟೆ,2
ಚಿತ್ರದಲ್ಲಿ ಸಾಕಷ್ಟು ಡ್ರಾಮಾ ಇತ್ತು. ಪರವಾಗಿಲ್ಲ.,2
ಪ್ರವಾಸವನ್ನು ರದ್ದುಗೊಳಿಸಲಾಯಿತು. ಬದಲಿಗೆ ವಂಡರ್ಲಾಗೆ ಹೋಗುತ್ತಿದ್ದೇವೆ.,2
ನೀನು ಹಾಗೆ ಹೇಳುತ್ತೀಯಾ ಎಂದು ನನಗೆ ಭಯವಾಯಿತು.,2
ನಾನು ದತ್ತು ಪಡೆಯಲು ಕೆಲವು ಪೇಪರ್‌ಗಳನ್ನು ಭರ್ತಿ ಮಾಡುತ್ತಿದ್ದೇನೆ.,2
ಅವಳ ಎಲ್ಲಾ ಒಡಹುಟ್ಟಿದವರನ್ನು ದತ್ತು ತೆಗೆದುಕೊಳ್ಳಲಾಗಿದೆ.,2
ಅವರು ಇಬ್ಬರು ವಿಶೇಷ ಸಾಮರ್ಥ್ಯದ ಮಕ್ಕಳಿಗೆ ಸಾಕು ಪೋಷಕರು.,2
ನಿಮ್ಮ ಗಿಟಾರ್ ತನ್ನಿ. ನಾವು ಸಂಗೀತವನ್ನು ಕೇಳಲು ಇಷ್ಟಪಡುತ್ತೇವೆ,2
ಅವನು ಯಾವಾಗಲೂ ಕೆಲಸದಲ್ಲಿ ಇರುತ್ತಾನೆ.,2
ನಾನು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ ಉಪಾಹಾರಕ್ಕಾಗಿ ಧಾನ್ಯಗಳನ್ನು ತಿನ್ನುತ್ತೇನೆ.,2
ಮನೆಕೆಲಸಗಳಲ್ಲಿ ನನಗೆ ಸಹಾಯ ಮಾಡಲು ಯಾರಾದರೂ ಬೇಕು.,2
ನನ್ನ ತಾಯಿಗೆ ಸ್ವಲ್ಪ ಆಹಾರವನ್ನು ತೆಗೆದುಕೊಳ್ಳಲು ನನ್ನ ಮನೆಗೆ ಹಿಂತಿರುಗಿ.,2
ನೀವು ಏನನ್ನಾದರೂ ಓದಲು ಯೋಜಿಸುತ್ತಿದ್ದೀರಾ?,2
ಮುಟ್ಟಿನ ಬಗ್ಗೆ ಮಾತನಾಡುವುದು ನಿಷೇಧ ಎಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.,2
ಇಂದು ಹೆಚ್ಚಿನ ವ್ಯಕ್ತಿಗಳು ಸ್ವತಂತ್ರರಾಗಿದ್ದಾರೆ.,2
ನೀವು ಬೆಕ್ಕನ್ನು ದತ್ತು ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?,2
ಬೀದಿ ನಾಯಿಯನ್ನು ದತ್ತು ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?,2
ನಮ್ಮ ಗ್ರಾಮದಲ್ಲಿ ಸಾಕಷ್ಟು ಬೀದಿ ನಾಯಿಗಳಿವೆ.,2
ನಾನು ಪಕ್ಕದಲ್ಲಿ ವಾಸಿಸುವ ಕುಟುಂಬದೊಂದಿಗೆ ಸ್ನೇಹಿತರಾಗಿದ್ದೇನೆ.,2
ನಾನು ಪ್ರದರ್ಶನದ ಸಾಲುಗಳನ್ನು ನೆನಪಿಟ್ಟುಕೊಳ್ಳಬೇಕು.,2
ಆತ್ಮೀಯ ಸ್ನೇಹಿತೆ ಒಂದು ಉತ್ತಮ ದಿನ,1
ಹ್ಞಾಂ ಈ ಬೆಳಿಗ್ಗೆ ನಾನು ಉತ್ತಮವಾಗಿ ಭಾವಿಸುತ್ತೇನೆ ,1
ಹುರ್ರೇ! ನಾನು ಪಂದ್ಯದ ಟಿಕೆಟ್ ಗಳನ್ನು ಪಡೆದಿದ್ದೇನೆ. ಕಾಯಲು ಸಾಧ್ಯವಿಲ್ಲ!,1
ಎಲ್ಲರೂ! ನಾವು ಹೊಸ ಮನೆಯನ್ನು ಖರೀದಿಸುತ್ತಿದ್ದೇವೆ. ಇದು ಸುಂದರವಾದ 2 ಅಂತಸ್ತಿನ ಮನೆಯಾಗಿದೆ. ನಮ್ಮ ಹೌಸ್ ವಾರ್ಮಿಂಗ್ ಸಮಾರಂಭಕ್ಕೆ ಭೇಟಿ ನೀಡಿ,1
 ನಾನು ನಿಮ್ಮೊಂದಿಗೆ ಮುದ್ದಾಡಲು ಮತ್ತು ಮುದ್ದಾಡಲು ಬಯಸುತ್ತೇನೆ!,1
 ಹೌದು  ವಿಷಯಗಳು ಸರಿಯಾಗಿವೆ  ಹೆಚ್ಚುಕಡಿಮೆ ಒಂದೇ ಆಗಿವೆ. ನಾನು ನಿಧಾನವಾಗಿ ವಿಷಯಗಳನ್ನು ವಿಂಗಡಿಸುತ್ತಿದ್ದೇನೆ.. :),1
ಈ ಪೇಂಟಿಂಗ್ ಅನ್ನು ಇಂದು ಮುಗಿಸಿದೆ! ಈಗ ನನ್ನ ಕೈಗಳನ್ನು ತೊಳೆಯಲು ಹೋಗುತ್ತಿದ್ದೇನೆ ಹಾಹಾ,1
ಹೇಯ್ ನೀವು ಮುಂದಿನ ವಾರ ಹಿಂತಿರುಗಿದ್ದೀರಿ! ,1
ಈಗಷ್ಟೇ ಮೂಗಿನಲ್ಲಿ ರಕ್ತಸ್ರಾವವಾಗಲು ನಾನು ಎಷ್ಟು ರೋಮಾಂಚನಗೊಂಡಿದ್ದೇನೆಂದು ನಿಮಗೆ ಹೇಳಲು ಸಾಧ್ಯವಿಲ್ಲ.  ವಯಸ್ಸಿನಲ್ಲಿ ಮೊದಲ ಬಾರಿಗೆ.  ಅತಿಯಾದ ಸಂತೋಷವು ಅದನ್ನು ಮುಚ್ಚುವುದಿಲ್ಲ. ,1
ಇಲ್ಲಿ ಮಂಜು ಮುಸುಕಿದ ವಾತಾವರಣವಿದೆ.,1
 ಹಾಹಾ! ಒಳ್ಳೆಯದು! ಎಂಜಾಯ್ ಗೊಂಬೆಯನ್ನು ಸವಿಯಿರಿ! ನಾನು ಶೀಘ್ರದಲ್ಲೇ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ ಎಂದು ಭಾವಿಸುತ್ತೇನೆ! ನಾನು ನಿಮ್ಮ ಮುಖವನ್ನು ಮಿಸ್ ಮಾಡಿಕೊಳ್ಳುತ್ತೇನೆ!,1
ಸರಿ ನಾನು ಈಗ ಪ್ರಯತ್ನಿಸಲಿದ್ದೇನೆ ಮತ್ತು ಮಲಗುತ್ತೇನೆ ನಾನು ನಾಳೆ 9 ಕ್ಕೆ ಕೆಲಸದಲ್ಲಿರುತ್ತೇನೆ ಮತ್ತು ನಂತರ ವಾರಾಂತ್ಯವು ಪ್ರಾರಂಭವಾಗುತ್ತದೆ!!,1
ಯಮ್ಮಿ ಚಾಕೊಲೇಟ್ ಕೇಕ್.. ನನ್ನ ಬಿ'ಡೇಗಾಗಿ ನಾನು ಸಹ ಒಂದನ್ನು ಪಡೆಯಬೇಕೆಂದು ಬಯಸುತ್ತೇನೆ!!   ಯಾರಾದರೂ ಕೇಳುತ್ತಾರೆ???,1
ಇಂದು ಸಂಜೆ ಮನಿಲಾಗೆ ಹಿಂದಿರುಗುತ್ತಿದ್ದೇನೆ. ನನ್ನ ಎಲ್ಲಾ ಪ್ರವಾಸಗಳು ಅದ್ಭುತವಾಗಿದ್ದವು,1
ನಿಮ್ಮ ವೀಡಿಯೊಗಳನ್ನು ಪ್ರೀತಿಸಿ ,1
ವಾವ್ ಡ್ಯೂಡ್! ಹೌದು  ನಿಮ್ಮ ದರ ಇನ್ನೂ 2.75 ಡಾಲರ್ ಎಂದು ನಾನು ಭಾವಿಸಿದ್ದೆ. ಲೋಲ್! ಹೌದು  ನನ್ನ ಹುಟ್ಟುಹಬ್ಬದ ಊಟಕ್ಕೆ ಯಾವಾಗ ಮತ್ತು ಪಾರ್ ಆಗುತ್ತೇನೆ ಎಂದು ಖಚಿತವಾಗಿಲ್ಲ.,1
ನನ್ನ ಕೇಬಲ್ ಅನ್ನು ಹೊಂದಿಸಿದೆ! ಗೆಲುವು!  ನನ್ನ ಬೀಗವನ್ನು ನನ್ನ ಬಾಗಿಲಿಗೆ ಹಾಕಿದೆ! ಗೆಲುವು! ಸ್ವಲ್ಪ ನಿರ್ಲಕ್ಷ್ಯದ ಭಾವನೆ... ಫೇಲ್.,1
ಪ್ರಾಣಿ ಕೇಂದ್ರಕ್ಕೆ ಸ್ವಲ್ಪ ಹಣವನ್ನು ದಾನ ಮಾಡಿದರು  ಅದರ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಸಂತೋಷವಾಗಿದೆ!,1
ನಾನು ಚಳಿಯಿಂದ ಚೇತರಿಸಿಕೊಂಡೆ! ನಾನು ಅಂತಿಮವಾಗಿ ಕೆಲವು ಐಸ್ ಕ್ರೀಮ್ ಹಾಹಾವನ್ನು ಹೊಂದಬಹುದು,1
ಪೇಡೇ ಐ ಲವ್ ಯೂ!,1
ಕೆಲಸ ಮುಗಿಯುವ ತನಕ ಕಾಯುತ್ತಿದೆ. ಓಹ್ ಗೋಶ್,1
 ಎಲ್ಲರೂ ಚೆನ್ನಾಗಿದ್ದಾರೆ ಎಂದು ಭಾವಿಸುತ್ತೇನೆ!,1
ನನ್ನ ಹುಟ್ಟುಹಬ್ಬವನ್ನು ಆಚರಿಸಲು ವೆಗಾಸ್ ಗೆ ಅಡ್ಡದಾರಿಯೊಂದಿಗೆ ಸ್ಯಾನ್ ಡಿಯಾಗೋಗೆ ರಸ್ತೆ ಪ್ರವಾಸವನ್ನು ಯೋಜಿಸುತ್ತಿದ್ದೇನೆ! ತುಂಬಾ ಕೆಟ್ಟದಾಗಿದೆ ಇದು 7 ವಾರಗಳ ದೂರದಲ್ಲಿದೆ  ನಾನು ಈಗ ಹೋಗಲು ಬಯಸುತ್ತೇನೆ!,1
ಮೆರ್ರಿ ಕ್ರಿಸ್ಮಸ್!,1
ಅದೃಷ್ಟದ ಮಗು...,1
ಸ್ನೇಹಿತರೇ! ಬನ್ನಿ ಮತ್ತು ನನಗೆ ಮಸಾಜ್ ನೀಡಿ  ನನಗೆ ನಿದ್ರೆ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ.,1
ಎಲ್ಲಾ ಮಡಕೆ ರಂಧ್ರಗಳನ್ನು ತುಂಬುವಲ್ಲಿ ಸರ್ಕಾರವು ಉತ್ತಮ ಕೆಲಸವನ್ನು ಮಾಡಿತು,1
ನಾನು ಎರಡು ಗಂಟೆಗಳ ಕಾಲ ಸ್ಕೇಟ್ ಆಡುತ್ತಿದ್ದೇನೆ!,1
ನಾನು ಕೂಡ  ಅವಳು ಆರಾಧ್ಯಳಾಗಿದ್ದಳು,1
 ನಾವು ನಿಮ್ಮ ಸ್ಪ್ಯಾನಿಷ್ ಅಭಿಮಾನಿಗಳ ತಾಣವಾಗಿದ್ದೇವೆ ಮತ್ತು ನಾವು ನಿಮ್ಮನ್ನು ಪ್ರೀತಿಸುತ್ತೇವೆ ,1
ಭಾರತದ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಹೆಮ್ಮೆಯಿದೆ.,1
ಕರ್ನಾಟಕದ ರೈತರು ತಯಾರಿಸಿದ ಹೆಲ್ತ್ ಮಿಕ್ಸ್ ಪೌಡರ್ ನಿಜವಾಗಿಯೂ ರುಚಿಕರ ಮತ್ತು ಆರೋಗ್ಯಕರವಾಗಿದೆ. ಧನ್ಯವಾದಗಳು,1
ನಾನು ಕ್ರಿಸ್ ಮಸ್ ಸಮಯದಲ್ಲಿ ಇತರ ದೇಶಗಳಿಗೆ ಭೇಟಿ ನೀಡಲು ಬಯಸುತ್ತೇನೆ,1
ನಾನು ನಿನ್ನನ್ನು ಮಿಸ್ ಮಾಡಿಕೊಳ್ಳುತ್ತಿದ್ದೇನೆ ಸ್ವೀಟಿ!,1
